,date,adj_close,close,high,low,open,volume,symbol
2604,2025-05-12,576.3826293945312,582.989990234375,583.0,577.0399780273438,581.469970703125,78993600,SPY
2605,2025-05-13,580.18896484375,586.8400268554688,589.0800170898438,582.8400268554688,583.4099731445312,67947200,SPY
2606,2025-05-14,580.930419921875,587.5900268554688,588.97998046875,585.5399780273438,587.8099975585938,66283500,SPY
2607,2025-05-15,583.7679443359375,590.4600219726562,590.969970703125,585.0999755859375,585.5599975585938,71268100,SPY
2608,2025-05-16,587.465576171875,594.2000122070312,594.5,589.280029296875,591.25,76052100,SPY
2609,2025-05-19,588.108154296875,594.8499755859375,595.5399780273438,588.0999755859375,588.0999755859375,68168500,SPY
2610,2025-05-20,586.1307983398438,592.8499755859375,594.0499877929688,589.5999755859375,593.0900268554688,60614500,SPY
2611,2025-05-21,576.2540893554688,582.8599853515625,592.5800170898438,581.8200073242188,588.4400024414062,95197700,SPY
2612,2025-05-22,576.4815063476562,583.0900268554688,586.6199951171875,581.4099731445312,582.6599731445312,70860400,SPY
2613,2025-05-23,572.5465698242188,579.1099853515625,581.8099975585938,575.5999755859375,575.97998046875,76029000,SPY
2614,2025-05-27,584.4501342773438,591.1500244140625,591.3099975585938,578.4299926757812,586.0700073242188,72588500,SPY
2615,2025-05-28,581.06884765625,587.72998046875,592.77001953125,586.989990234375,591.5599975585938,68445500,SPY
2616,2025-05-29,583.3626098632812,590.0499877929688,593.2000122070312,586.0700073242188,593.0599975585938,69973300,SPY
2617,2025-05-30,582.7100830078125,589.3900146484375,591.1300048828125,583.239990234375,588.9299926757812,90601200,SPY
2618,2025-06-02,585.9924926757812,592.7100219726562,592.7899780273438,585.0599975585938,587.760009765625,61630500,SPY
2619,2025-06-03,589.3341064453125,596.0900268554688,597.0800170898438,591.8499755859375,592.3400268554688,63606200,SPY
2620,2025-06-04,589.1759643554688,595.9299926757812,597.9500122070312,595.489990234375,596.9600219726562,57314200,SPY
2621,2025-06-05,586.3285522460938,593.0499877929688,599.0,591.0499877929688,597.6300048828125,92278700,SPY
2622,2025-06-06,592.3494873046875,599.1400146484375,600.8300170898438,596.8599853515625,598.6599731445312,66588700,SPY
2623,2025-06-09,592.8834228515625,599.6799926757812,601.25,598.489990234375,599.719970703125,53016400,SPY
2624,2025-06-10,596.2449340820312,603.0800170898438,603.469970703125,599.0900268554688,600.219970703125,66247000,SPY
2625,2025-06-11,594.54443359375,601.3599853515625,605.0599975585938,599.27001953125,604.1900024414062,73658200,SPY
2626,2025-06-12,596.9072875976562,603.75,603.75,599.52001953125,600.010009765625,64129000,SPY
2627,2025-06-13,590.2338256835938,597.0,601.8499755859375,595.47998046875,598.5,89506000,SPY
2628,2025-06-16,595.8494262695312,602.6799926757812,604.4500122070312,600.219970703125,600.4000244140625,79984100,SPY
2629,2025-06-17,590.7578735351562,597.530029296875,601.75,596.760009765625,600.2100219726562,82209400,SPY
2630,2025-06-18,590.6688232421875,597.4400024414062,601.219970703125,596.469970703125,598.4400024414062,76605000,SPY
2631,2025-06-20,589.2816162109375,594.280029296875,599.4600219726562,592.8599853515625,598.3800048828125,94051400,SPY
2632,2025-06-23,595.1022338867188,600.1500244140625,600.5399780273438,591.8900146484375,595.0399780273438,87426000,SPY
2633,2025-06-24,601.6764526367188,606.780029296875,607.8499755859375,603.4099731445312,604.3300170898438,67735300,SPY
2634,2025-06-25,602.0136108398438,607.1199951171875,608.6099853515625,605.5399780273438,607.9099731445312,62114800,SPY
2635,2025-06-26,606.7236938476562,611.8699951171875,612.3099975585938,608.3699951171875,608.989990234375,78548400,SPY
2636,2025-06-27,609.7380981445312,614.9099731445312,616.3900146484375,610.8300170898438,612.8800048828125,86258400,SPY
2637,2025-06-30,612.6533813476562,617.8499755859375,619.219970703125,615.0399780273438,617.3800048828125,92502500,SPY
2638,2025-07-01,612.455078125,617.6500244140625,618.8300170898438,615.52001953125,616.3599853515625,70030100,SPY
2639,2025-07-02,615.2315063476562,620.4500122070312,620.489990234375,616.6099853515625,617.239990234375,66510400,SPY
2640,2025-07-03,620.0803833007812,625.3400268554688,626.280029296875,622.4299926757812,622.4500122070312,51065800,SPY
2641,2025-07-07,615.4595947265625,620.6799926757812,624.030029296875,617.8699951171875,623.3599853515625,74814500,SPY
2642,2025-07-08,615.1224365234375,620.3400268554688,622.1099853515625,619.52001953125,621.3499755859375,59024600,SPY
2643,2025-07-09,618.8110961914062,624.0599975585938,624.719970703125,620.9099731445312,622.77001953125,66113300,SPY
2644,2025-07-10,620.5563354492188,625.8200073242188,626.8699951171875,623.010009765625,624.2000122070312,57529000,SPY
2645,2025-07-11,618.3748168945312,623.6199951171875,624.8599853515625,621.530029296875,622.739990234375,63670200,SPY
2646,2025-07-14,619.5547485351562,624.8099975585938,625.1599731445312,621.7999877929688,623.1599731445312,51898500,SPY
