date,adj_close,close,high,low,open,volume,symbol,return_1,return_5,log_return_1,sma_20,sma_50,sma_ratio_20,sma_ratio_50,ema_12,ema_20,ema_26,ema_ratio_20,rsi_14,macd,macd_signal,roc_5,roc_10,bb_width,bb_pct_b,atr_14,atr_ratio,stoch_k,stoch_d,obv,obv_change,vwap,vwap_ratio
2026-03-13,2378.253173828125,2410.5,2445.89990234375,2397.0,2437.0,2466488,TCS.NS,-0.013060884220122415,-0.05751489366576523,-0.013146927591265302,2601.77998046875,2920.796005859375,-0.07351889164520675,-0.17471127899232808,2541.354007879714,2620.2019481981497,2673.9708590706637,-0.08003274264503035,0.18427097603538128,-132.61685119094955,-128.29463633491252,-0.05751489366576523,-0.08958717209134293,0.15300643658738855,0.0,65.63936572395586,0.027230601835285567,0.043973941368078175,0.02816184076969741,-4077710.0,1.5308182236836387,2615.0966780113527,-0.07823675496652693
2026-03-16,2376.970458984375,2409.199951171875,2425.0,2366.10009765625,2410.0,3807907,TCS.NS,-0.0005393274541070081,-0.04676741146593533,-0.0005394729434716757,2587.62998046875,2904.4320068359375,-0.06895500154336298,-0.17050908903994755,2521.0226145400466,2600.106519909933,2654.358199226309,-0.07342259529608464,0.18371606033781107,-133.33558468626234,-129.30282600518248,-0.04676741146593533,-0.08652459225811104,0.1644683468017066,0.04968877371961703,65.15797548251258,0.027045482651126013,0.1336429566375969,0.0671657102105357,-7885617.0,0.9338346768161541,2596.6890111909074,-0.07220312452165578
2026-03-17,2359.70458984375,2391.699951171875,2420.0,2360.0,2420.0,2993367,TCS.NS,-0.007263822162825395,-0.04830692840193451,-0.007290332173042641,2571.884973144531,2887.2520068359377,-0.07005951815658062,-0.17163450037986983,2501.1268201757125,2580.2582752682133,2634.9020327037583,-0.07307730621530051,0.17603142358909352,-133.7752125280458,-130.19730330975514,-0.04830692840193451,-0.08486705522407689,0.17402568552567738,0.06708898198577017,64.78954866233312,0.02708932975918982,0.09646969492089578,0.09136219764219002,-10878984.0,0.3795983243923715,2584.286685068442,-0.07452220181657843
2026-03-18,2408.14794921875,2440.800048828125,2482.89990234375,2410.0,2410.0,3082388,TCS.NS,0.020529371852097134,-0.00977721387092012,0.020321484678264633,2558.05498046875,2871.746005859375,-0.04583753380435107,-0.15006409207219873,2491.84577842993,2566.976539416776,2620.52410797223,-0.04915373734475925,0.2684858940190651,-128.67832954230016,-129.89350855626415,-0.00977721387092012,-0.05680500704317104,0.16725381673300027,0.2127745772372297,66.67600598444326,0.027317274930593227,0.24589173711278164,0.1586681295570912,-7796596.0,-0.28333417900053903,2570.2681349381323,-0.050371431816830126
2026-03-19,2324.482177734375,2356.0,2424.0,2350.199951171875,2417.0,2757060,TCS.NS,-0.03474272661901945,-0.03537500237403379,-0.03536060863594994,2541.1099853515625,2853.7500048828124,-0.07284611308390598,-0.1744196247152533,2470.946427902248,2546.883535662798,2600.9297296039163,-0.07494788551967402,0.22212841473152595,-129.9833017016681,-129.91146718534495,-0.03537500237403379,-0.08639679099175268,0.18029240350456843,0.06421012886354908,68.38486967528661,0.029025836025164096,0.017139616777301858,0.11983368293699286,-10553656.0,0.35362355571585335,2557.875954555328,-0.07892327780626207
2026-03-20,2358.619384765625,2390.60009765625,2407.800048828125,2364.199951171875,2386.0,4206320,TCS.NS,0.01468594976920623,-0.008255508128500288,0.014579155522502767,2526.7449951171875,2835.6500048828125,-0.053881534434234934,-0.15694810941414294,2458.5854540182486,2531.9993987097932,2585.3497568670523,-0.055844918891210904,0.27698297865855154,-126.76430284880371,-129.2820343180367,-0.008255508128500288,-0.06529558712209804,0.17760610427872403,0.1793460841173405,67.20023961477507,0.02811019696713739,0.14185442260494915,0.13496192549834396,-6347336.0,-0.3985651986382729,2541.9655086258454,-0.05954660299518444
2026-03-23,2351.910400390625,2383.800048828125,2406.800048828125,2348.0,2365.0,3860515,TCS.NS,-0.0028444944994320265,-0.010542878490178875,-0.0028485477620575823,2511.625,2819.2480078125,-0.050893326500522584,-0.15445535752005235,2447.080007065922,2517.8851749115393,2570.4201488641684,-0.05325307421460357,0.2729097083200847,-123.34014179824635,-128.09365581407863,-0.010542878490178875,-0.05681722681972867,0.1740881968722303,0.19198172518283813,66.6002259871572,0.027938679680746648,0.12473884609102788,0.0945776284910927,-10207851.0,0.6082102790840125,2529.4331891389493,-0.05757540501016345
2026-03-24,2366.709716796875,2398.800048828125,2435.39990234375,2379.10009765625,2404.10009765625,3420182,TCS.NS,0.006292474071964982,0.0029686406326894232,0.006272759117661606,2497.75,2803.0680078125,-0.03961563453983585,-0.14422338589632144,2439.652321183184,2506.5437343321664,2557.7075488614983,-0.04298496133471541,0.2974528164991408,-118.05522767831417,-126.08597018692575,0.0029686406326894232,-0.04548169367973953,0.16510516333219113,0.25016062771716463,65.86448160861026,0.027457262076006184,0.18731584798822506,0.1513030388947338,-6787669.0,-0.3350540676975007,2514.0398677809753,-0.045838500983903296
2026-03-25,2345.595947265625,2377.39990234375,2421.60009765625,2369.800048828125,2400.89990234375,5843778,TCS.NS,-0.008921188114378031,-0.025975149629653083,-0.008961220179972775,2487.9349975585938,2785.82400390625,-0.04442844982819549,-0.14660800574257826,2430.075025977117,2494.244321761841,2544.3514268972203,-0.04684561909137941,0.2827868529583543,-114.27640092010324,-123.72405633356126,-0.025975149629653083,-0.035498398907314876,0.16960010007218534,0.22586035567662904,64.85987926714702,0.0272818549387527,0.10840673907466006,0.1401538110513041,-12631447.0,0.8609403316514108,2495.218234036595,-0.047217646170469973
2026-03-27,2357.830078125,2389.800048828125,2422.10009765625,2385.0,2403.89990234375,4979411,TCS.NS,0.005215843776282814,0.014346370470341707,0.005202288377929579,2475.959997558594,2768.2600048828126,-0.03479860289157599,-0.13671402086044615,2423.878875646503,2484.2972481491065,2532.9031766698795,-0.038037798975700476,0.3041947960144741,-109.02430102337667,-120.78410527152435,0.014346370470341707,-0.021536134793139206,0.1628402435274018,0.2785977026298499,63.4199018418151,0.026537743972728605,0.19717004164209906,0.16429754290166113,-7652036.0,-0.39420748865905864,2482.191762554612,-0.03722182754784409
